1 6 14 15 23 26 30 38 40 45 50 57 60 67 73 75 80 89 93 95 
0 5 14 16 21 28 33 35 41 47 53 59 60 67 71 78 84 87 94 96 
2 6 13 18 23 26 30 35 42 45 52 57 61 68 71 77 82 86 94 95 
0 7 14 16 21 25 31 37 42 47 50 57 63 69 72 78 82 87 93 95 
2 8 14 15 21 27 34 38 40 48 53 56 62 69 74 76 80 87 93 99 
0 6 11 18 20 28 32 39 42 47 51 57 62 66 72 79 80 87 94 96 
2 5 12 15 21 28 33 36 40 48 53 55 64 66 71 76 82 85 91 99 
2 7 11 17 20 26 31 38 43 47 54 57 64 68 72 76 81 87 94 98 
1 7 14 15 21 27 34 38 42 45 54 56 64 68 73 77 84 86 90 99 
4 6 11 15 24 26 31 37 43 46 50 56 60 69 72 76 81 88 91 95 
3 6 12 19 21 25 33 35 44 48 54 58 61 67 70 75 83 87 92 97 
0 5 13 15 24 27 34 38 40 47 50 55 60 67 72 76 80 85 93 99 
1 9 14 17 22 29 30 35 41 49 54 58 64 65 71 76 84 85 94 97 
2 6 14 15 24 26 31 39 44 45 50 55 64 69 74 76 83 89 94 97 
4 5 10 18 20 28 34 35 43 45 54 58 62 68 73 78 82 86 94 96 
1 9 13 18 23 29 34 38 41 45 52 57 61 65 70 76 83 87 93 99 
4 9 12 18 20 27 33 37 43 47 50 57 63 65 70 78 84 86 94 95 
4 6 14 15 21 25 33 37 44 49 51 55 63 68 74 75 82 89 92 97 
2 9 14 17 24 26 31 36 40 47 53 59 63 68 71 77 80 89 94 99 
0 5 11 16 20 27 31 39 42 46 51 56 60 68 73 75 81 86 91 96 
3 6 12 19 24 28 31 39 40 47 50 57 62 67 73 79 84 85 93 98 
1 9 14 16 24 28 33 36 41 46 54 57 63 67 71 77 82 89 94 97 
1 9 10 15 23 25 34 35 40 47 53 58 63 68 72 78 83 87 94 96 
4 8 13 19 22 26 31 35 40 45 54 56 62 66 73 77 82 87 92 99 
1 6 10 15 21 29 33 36 41 49 52 57 64 68 71 79 84 88 94 97 
0 5 10 19 22 29 32 36 41 46 50 58 64 67 70 75 81 85 93 98 
4 8 10 15 21 27 34 37 42 45 54 59 61 67 71 75 81 88 91 99 
1 8 14 16 21 29 33 39 44 47 52 55 60 65 73 78 84 87 92 98 
0 9 14 16 21 25 31 37 40 49 53 57 62 68 73 75 82 86 90 99 
0 7 11 17 24 29 32 35 42 45 53 57 64 68 70 77 80 88 94 96 
2 9 13 19 22 28 30 37 44 47 53 57 64 69 74 76 84 87 91 98 
2 7 10 18 22 27 30 37 40 46 53 59 60 68 70 75 81 87 94 98 
4 7 10 16 21 26 32 35 43 45 53 57 64 65 72 76 82 87 91 99 
0 6 10 18 20 26 30 38 43 49 51 55 61 68 71 77 80 85 93 95 
0 8 13 17 24 25 30 38 40 46 50 57 60 65 70 77 81 85 90 97 
4 9 12 17 22 28 30 39 40 45 50 57 63 68 74 79 80 85 93 97 
3 8 10 18 23 25 30 37 43 48 54 59 62 68 72 76 83 87 93 98 
4 8 10 17 23 25 32 35 42 47 53 55 60 68 71 75 80 86 92 95 
1 8 10 18 21 27 32 39 41 45 52 55 60 68 72 75 80 86 90 97 
3 8 14 15 23 25 31 36 44 48 53 55 64 68 74 75 82 88 92 98 
0 6 13 15 21 28 30 36 41 47 50 55 63 65 72 76 82 88 94 96 
4 8 12 18 23 28 30 36 41 47 51 58 64 67 70 75 82 87 94 98 
4 9 10 17 21 28 31 39 41 45 50 55 60 67 70 76 82 86 92 95 
0 8 13 19 22 28 32 39 40 46 53 55 62 65 74 79 83 85 93 97 
3 5 14 15 20 25 31 37 43 48 53 58 64 66 70 78 82 89 93 99 
0 8 11 19 23 26 33 39 41 48 51 56 64 67 72 76 84 88 93 97 
4 6 13 15 20 28 33 39 44 48 53 59 61 65 70 75 81 89 94 99 
4 7 13 15 24 25 31 39 40 45 53 56 63 66 73 78 81 89 92 95 
2 8 11 19 23 27 34 36 43 45 50 57 62 68 70 76 80 86 92 98 
3 6 14 17 24 28 32 36 44 47 53 56 60 65 70 75 84 86 91 97 
1 8 11 18 24 26 32 39 40 46 54 58 62 69 72 77 84 85 90 98 
2 5 14 19 20 27 34 36 43 45 50 57 60 69 72 79 82 89 91 97 
3 5 13 15 21 25 34 35 40 46 50 59 62 67 73 79 84 89 91 99 
1 6 11 17 22 29 31 35 40 49 52 58 60 65 71 76 81 85 94 98 
2 9 13 16 21 28 30 35 43 48 52 59 60 68 73 79 82 85 94 98 
4 7 13 16 24 29 33 37 42 47 53 56 63 68 72 75 81 87 92 96 
1 9 13 18 23 26 32 37 43 49 52 55 61 66 71 77 82 86 92 99 
0 5 10 19 20 27 34 36 42 48 50 55 63 68 73 78 81 87 92 97 
